"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_p_value","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_p_value_minus_log10","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_fold_change","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescore","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","sample_Biscutella.laevigata_control_NA","sample_Biscutella.laevigata_control_NA.pval","sample_Biscutella.laevigata_treatment_proximal","sample_Biscutella.laevigata_treatment_proximal.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
2061,"2061_127.04_0.6","5-hydroxymethylfurfural_[2061_127.04_0.6]",127.039203186035,0.64015195,0.0330829919033621,1.48039522135759,0.66959117459698,-0.578647582006689,"Epitope ID:136033","5-hydroxymethylfurfural","CHEBI:412516",0.51372719900928,-56.9084520471165,109.628741240002,1,"InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2","NOEGNKMFWQHSLB","C6H6O3","[M + H]+","C1=C(OC(=C1)C=O)CO","Polyketides","Furans","Cyclic polyketides","126.031694052","InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H","WQGWDDDVZFFDIG-UHFFFAOYSA-N","WQGWDDDVZFFDIG","Oc1cccc(O)c1O","C6H6O3","Pyrogallol","http://www.wikidata.org/entity/Q388692","Shikimates and Phenylpropanoids","nan","Shikimates and Phenylpropanoids","Saccharides","Monosaccharides","Raphanus sativus","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Brassiceae']","['Raphanus']","['Raphanus sativus']","nan","359073.0","http://www.wikidata.org/entity/Q7224565",6,0,0.848303393213573,0,0.854291417165669,0,0.838323353293413,0.022,0.0718562874251497
2087,"2087_490.29_6.1","NA_[2087_490.29_6.1]",490.293328094482,6.138939015,0.000420277060187805,3.37646431426708,1.76310254874229,0.81811638972293,"2-[7-[2-(3-hydroxyoct-1-enyl)-5-oxocyclopentyl]heptanoylamino]-3-methylpentanoic acid",NA,NA,0.181109893853476,-394.058908473276,34.4194637410957,0.994472361809045,"InChI=1S/C26H45NO5/c1-4-6-9-12-21(28)17-15-20-16-18-23(29)22(20)13-10-7-8-11-14-24(30)27-25(26(31)32)19(3)5-2/h15,17,19-22,25,28H,4-14,16,18H2,1-3H3,(H,27,30)(H,31,32)","JHROCXRVEIGATO","C26H45NO5","[M + K]+","CCCCCC(C=CC1CCC(=O)C1CCCCCCC(=O)NC(C(C)CC)C(=O)O)O","Fatty acids","Fatty acyl carnitines","Fatty esters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.109780439121756,1.00100150250438,0.107784431137725,1.00100150250438,0.121756487025948,0.00866666666666667,0.674650698602794
2091,"2091_797.52_11.2","NA_[2091_797.52_11.2]",797.517358398438,11.24612948,0.0437954321857819,1.35857118355888,1.39791261323613,0.483274177314688,"Monogalactosyldiacylglycerol(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",NA,NA,0.145053795248247,-176.936008604646,88.2357872956186,0.166331658291457,"InChI=1S/C45H74O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(47)52-36-38(37-53-45-44(51)43(50)42(49)39(35-46)55-45)54-41(48)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,38-39,42-46,49-51H,3-4,9-10,15-16,21-37H2,1-2H3","QUZHZFAQJATMCA","C45H74O10","[M + Na]+","CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCCCC=CCC=CCC=CCC","Fatty acids","Glycosyldiacylglycerols","Glycerolipids","774.5281985680001","InChI=1S/C45H74O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(47)52-36-38(37-53-45-44(51)43(50)42(49)39(35-46)55-45)54-41(48)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,38-39,42-46,49-51H,3-4,9-10,15-16,21-37H2,1-2H3/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-/t38-,39-,42+,43+,44-,45-/m1/s1","QUZHZFAQJATMCA-QAZQWDDOSA-N","QUZHZFAQJATMCA","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","C45H74O10","1,2-Di-O-alpha-linolenoyl-3-O-beta-galactopyranosyl-sn-glycerol","http://www.wikidata.org/entity/Q104667635","Fatty acids","Glycerolipids","Fatty acids","Glycerolipids","Glycosyldiacylglycerols","Arabidopsis thaliana","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Camelineae']","['Arabidopsis']","['Arabidopsis thaliana']","nan","309263.0","http://www.wikidata.org/entity/Q158695",6,0,0.846307385229541,0,0.834331337325349,0,0.818363273453094,0,1
2105,"2105_247.18_3.8","NA_[2105_247.18_3.8]",247.18363771005,3.7572238952381,0.012455564457232,1.90463658646497,1.63363051035597,0.708081715946499,"1-[bis(ethoxymethyl)phosphoryl]heptane",NA,NA,0.0513534024746806,-157.855987757769,29.2544947369808,1,"InChI=1S/C13H29O3P/c1-4-7-8-9-10-11-17(14,12-15-5-2)13-16-6-3/h4-13H2,1-3H3","ZBKKKWXYXFQOIE","C13H29O3P","[M - H2O + H]+","CCCCCCCP(=O)(COCC)COCC","Fatty acids","Fatty alcohols","Fatty acyls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41705050316284,0.0119760479041916,1.41705050316284,0.0179640718562874,1.41705050316284,0.0119760479041916,0.0366666666666667,0.00798403193612774
2136,"2136_497.42_11.8","NA_[2136_497.42_11.8]",497.421223144531,11.79179308,0.00895344397245061,2.0480098797085,1.66309087131659,0.733866999663126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.159680638722555,1.00100150250438,0.167664670658683,1.00100150250438,0.177644710578842,0.02,0.265469061876248
2143,"2143_268.08_2.2","NA_[2143_268.08_2.2]",268.081459808575,2.172620005,0.0264748819689067,1.57716596740053,0.655741319676712,-0.608801289830952,"Salicylglutamic acid",NA,NA,0.605701761628617,-25.7890419848244,51.4887458083555,1,"InChI=1S/C12H13NO6/c14-9-4-2-1-3-7(9)11(17)13-8(12(18)19)5-6-10(15)16/h1-4,8,14H,5-6H2,(H,13,17)(H,15,16)(H,18,19)","SLCAFYIDOSJSMB","C12H13NO6","[M + H]+","C1=CC=C(C(=C1)C(=O)NC(CCC(=O)O)C(=O)O)O","Amino acids and Peptides","Dipeptides","Small peptides","267.074287136","InChI=1S/C12H13NO6/c14-8-3-1-7(2-4-8)11(17)13-9(12(18)19)5-6-10(15)16/h1-4,9,14H,5-6H2,(H,13,17)(H,15,16)(H,18,19)/t9-/m1/s1","BCQYMCKNCJYKFA-SECBINFHSA-N","BCQYMCKNCJYKFA","O=C(O)CC[C@@H](NC(=O)c1ccc(O)cc1)C(=O)O","C12H13NO6","(2R)-2-[(4-hydroxybenzoyl)amino]pentanedioic acid","http://www.wikidata.org/entity/Q104923586","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Small peptides","Dipeptides","Anthoceros agrestis","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Anthocerotopsida']","['Anthocerotales']","['Anthocerotaceae']","['Unknown']","['Anthoceros']","['Anthoceros agrestis']","nan","199300.0","http://www.wikidata.org/entity/Q341574",3,1.00100150250438,0.103792415169661,1.00100150250438,0.105788423153693,1.00100150250438,0.115768463073852,0.0253333333333333,0.0738522954091816
2152,"2152_366.34_7.5","NA_[2152_366.34_7.5]",366.336765289307,7.53793514,0.0145772186088707,1.83632533322327,1.61788218344773,0.694106552425249,"N-[(E)-1,3-dihydroxyheptadec-4-en-2-yl]hexanamide",NA,NA,0.181662939506445,-90.6180772751129,53.0910537342171,1,"InChI=1S/C23H45NO3/c1-3-5-7-8-9-10-11-12-13-14-15-17-18-22(26)21(20-25)24-23(27)19-16-6-4-2/h17-18,21-22,25-26H,3-16,19-20H2,1-2H3,(H,24,27)","KDRQUXQQNFOTAO","C23H45NO3","[M - H2O + H]+","CCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCC)O","Fatty acids","N-acyl ethanolamines (endocannabinoids)","Fatty amides","324.30283052","InChI=1S/C21H40O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h10-11H,3-9,12-20H2,1-2H3/b11-10-","RBKMRGOHCLRTLZ-KHPPLWFESA-N","RBKMRGOHCLRTLZ","CCCCCCCC/C=C\CCCCCCCCCC(=O)OC","C21H40O2","Methyl cis-11-eicosenoate","http://www.wikidata.org/entity/Q105233157","Fatty acids","Fatty esters","Fatty acids","Fatty esters","Wax monoesters","Pringlea antiscorbutica","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Thelypodieae']","['Pringlea']","['Pringlea antiscorbutica']","nan","224037.0","http://www.wikidata.org/entity/Q1365567",6,1.67131567616219,0.00998003992015968,1.73727046020804,0.00798403193612774,1.71058924980998,0.00998003992015968,0.0266666666666667,0.149700598802395
2160,"2160_310.31_10.1","NA_[2160_310.31_10.1]",310.310358886719,10.10758132,0.0203577214704171,1.6912708318461,1.5294582858914,0.613020759685728,"Oleoyl Ethyl Amide",NA,NA,0.406973906966441,-52.359898349859,125.90474557269,1,"InChI=1S/C20H39NO/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(22)21-4-2/h11-12H,3-10,13-19H2,1-2H3,(H,21,22)","JZJYYCFYGXPUMF","C20H39NO","[M + H]+","CCCCCCCCC=CCCCCCCCC(=O)NCC","Fatty acids","N-acyl amines","Fatty amides","309.303164868","InChI=1S/C20H39NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H2,21,22)/b10-9+","LBHQTVBKPMHICN-MDZDMXLPSA-N","LBHQTVBKPMHICN","CCCCCCCC/C=C/CCCCCCCCCC(N)=O","C20H39NO","trans-11-Icosenamide","http://www.wikidata.org/entity/Q105149280","Fatty acids","Fatty amides","Fatty acids","Sphingolipids","Sphingoid bases","Streptomyces","['Bacteria']","['Unknown']","['Actinobacteria']","['Unknown']","['Streptomycetales']","['Streptomycetaceae']","['Unknown']","['Streptomyces']","['Unknown']","nan","772892.0","http://www.wikidata.org/entity/Q1144013",0,0,0.864271457085828,0,0.858283433133733,0,0.842315369261477,0,1
2182,"2182_204.12_3.8","NA_[2182_204.12_3.8]",204.121649170514,3.763837372,0.00736716960337686,2.13269933191479,1.66169386586155,0.732654618639982,"null",NA,NA,0.0494140709518668,-146.743078611499,89.9481230673336,NA,"InChI=1S/C8H15N5/c9-8-10-7-13(11-8)6-5-12-3-1-2-4-12/h7H,1-6H2,(H2,9,11)","OUCGEROWMMUVQD","C8H15N5","[M + Na]+","C1CCN(C1)CCN2C=NC(=N2)N","Alkaloids","Piperidine alkaloids","Lysine alkaloids","203.117095416","InChI=1S/C10H13N5/c1-7(2)3-4-11-9-8-10(13-5-12-8)15-6-14-9/h3,5-6H,4H2,1-2H3,(H2,11,12,13,14,15)","HYVABZIGRDEKCD-UHFFFAOYSA-N","HYVABZIGRDEKCD","CC(C)=CCNc1nc[nH]c2ncnc1-2","C10H13N5","N-(3-Methylbut-2-EN-1-YL)-9H-purin-6-amine","http://www.wikidata.org/entity/Q569031","Alkaloids","Pseudoalkaloids","Alkaloids","Fatty acyls","Hydrocarbons","Arabidopsis thaliana","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Camelineae']","['Arabidopsis']","['Arabidopsis thaliana']","nan","309263.0","http://www.wikidata.org/entity/Q158695",6,1.00100150250438,0.151696606786427,1.00100150250438,0.143712574850299,1.00100150250438,0.163672654690619,0.0113333333333333,0.506986027944112
2184,"2184_298.27_9.4","NA_[2184_298.27_9.4]",298.27465820517,9.413578984,0.0122230718890176,1.91281963396315,1.53062437309249,0.614120277895634,"ACMC-20lypg",NA,NA,0.771767935444285,-14.4338110714124,25.7090813859315,1,"InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h7-8,20H,2-6,9-17H2,1H3,(H,19,21)","WFRLANWAASSSFV","C18H35NO2","[M + H]+","CCCCCCC=CCCCCCCCC(=O)NCCO","Fatty acids","N-acyl ethanolamines (endocannabinoids)","Fatty amides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41705050316284,0.0159680638722555,1.41705050316284,0.0219560878243513,1.41705050316284,0.0139720558882236,0.0233333333333333,0.12375249500998
2200,"2200_325.11_1","NA_[2200_325.11_1]",325.112980957947,1.0058556192,0.00957982484663937,2.01864243130073,0.654662268751663,-0.611177262827426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.127744510978044,1.00100150250438,0.135728542914172,1.00100150250438,0.137724550898204,0.0226666666666667,0.111776447105788
2209,"2209_961.59_11.3","NA_[2209_961.59_11.3]",961.585591634492,11.2977023809524,0.0155458604672167,1.80838523464866,0.675462453135401,-0.566052518054188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.0978043912175649,1.00100150250438,0.103792415169661,1.00100150250438,0.111776447105788,0.00933333333333333,0.530938123752495
2214,"2214_769.49_11","NA_[2214_769.49_11]",769.486488038062,11.01490284,0.0207363685782582,1.68326729638044,0.651003517079307,-0.619262757242737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.850299401197605,0,0.846307385229541,0,0.840319361277445,0.018,0.355289421157685
2234,"2234_188.11_3.2","1-cyano-8-(methylsulfinyl)heptane_[2234_188.11_3.2]",188.11022605896,3.16390343,0.00791012631530238,2.10181658128098,1.70202995566254,0.767256428625214,"null","1-cyano-8-(methylsulfinyl)heptane","CHEBI:91154",0.956756245700233,-13.1250233826568,57.7435270649948,1,"InChI=1S/C9H17NOS/c1-12(11)9-7-5-3-2-4-6-8-10/h2-7,9H2,1H3","VRYSUGWFYFXWLB","C9H17NOS","[M + H]+","CS(=O)CCCCCCCC#N","Fatty acids","Hydrocarbons","Fatty acyls","187.103085164","InChI=1S/C9H17NOS/c1-12(11)9-7-5-3-2-4-6-8-10/h2-7,9H2,1H3","VRYSUGWFYFXWLB-UHFFFAOYSA-N","VRYSUGWFYFXWLB","C[S+]([O-])CCCCCCCC#N","C9H17NOS","1-Cyano-8-(methylsulfinyl)heptane","http://www.wikidata.org/entity/Q27163090","nan","nan","Alkaloids","Fatty acyls","Hydrocarbons","Arabidopsis thaliana","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Camelineae']","['Arabidopsis']","['Arabidopsis thaliana']","nan","309263.0","http://www.wikidata.org/entity/Q158695",6,0,0.846307385229541,0,0.848303393213573,0,0.830339321357285,0.0113333333333333,0.526946107784431
2268,"2268_166.05_0.6","methionine S-oxide_[2268_166.05_0.6]",166.053343604593,0.623513397647059,0.0437672639810691,1.35885060154918,1.66737203829821,0.737576046689437,"bmse000397","methionine S-oxide","CHEBI:49033",0.907694763006281,-1.23994720499666,42.1855919227965,1,"InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)","QEFRNWWLZKMPFJ","C5H11NO3S","[M + H]+","CS(=O)CCC(C(=O)O)N","Amino acids and Peptides","Aminoacids","Small peptides","165.045964212","InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-,10-/m0/s1","QEFRNWWLZKMPFJ-MFXDVPHUSA-N","QEFRNWWLZKMPFJ","C[S@+]([O-])CC[C@H](N)C(=O)O","C5H11NO3S","(2S)-2-azaniumyl-4-[(S)-methylsulfinyl]butanoate","http://www.wikidata.org/entity/Q27093460","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Fatty Acids and Conjugates","Oxo fatty acids","Bombyx mori","['Eukaryota']","['Metazoa']","['Arthropoda']","['Insecta']","['Lepidoptera']","['Bombycidae']","['Unknown']","['Bombyx']","['Bombyx mori']","nan","440274.0","http://www.wikidata.org/entity/Q134747",5,1.00100150250438,0.0978043912175649,1.00100150250438,0.0958083832335329,1.00100150250438,0.103792415169661,0.0173333333333333,0.093812375249501
2310,"2310_381.08_1","NA_[2310_381.08_1]",381.079379538223,1.02445087826087,0.00934137678944707,2.02958911006605,0.653431295206801,-0.613892542531875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"342.11621152399994|342.11621152399994|342.116211524|342.11621152399994|342.116211524|342.116211524","InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-2-3(14)4(15)10(21)12(22-2)23-11-8(19)6(17)5(16)7(18)9(11)20/h2-21H,1H2/t2-,3+,4+,5-,6-,7+,8+,9+,10-,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11+,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4+,5-,6+,7+,8+,9+,10-,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1","HDTRYLNUVZCQOY-LIZSDCNHSA-N|VCWMRQDBPZKXKG-DXNLKLAMSA-N|CZMRCDWAGMRECN-UGDNZRGBSA-N|GUBGYTABKSRVRQ-ASMJPISFSA-N|DLRVVLDZNNYCBX-LDGFZSKTSA-N|HIWPGCMGAMJNRG-RTPHMHGBSA-N","HDTRYLNUVZCQOY|VCWMRQDBPZKXKG|CZMRCDWAGMRECN|GUBGYTABKSRVRQ|DLRVVLDZNNYCBX|HIWPGCMGAMJNRG","OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O|OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@@H](O[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","C12H22O11|C12H22O11|C12H22O11|C12H22O11|C12H22O11|C12H22O11","Trehalose|nan|Sucrose|alpha-Maltose|Glc(a1-6)a-L-All|2-O-beta-D-Glucopyranosyl-D-glucopyranose","http://www.wikidata.org/entity/Q421773|http://www.wikidata.org/entity/Q27102430|http://www.wikidata.org/entity/Q4027534|http://www.wikidata.org/entity/Q26914016|http://www.wikidata.org/entity/Q104984601|http://www.wikidata.org/entity/Q82863755","Carbohydrates|Carbohydrates|Carbohydrates|Carbohydrates|Carbohydrates|Carbohydrates","Saccharides|Polyols|Saccharides|Saccharides|Saccharides|Saccharides","Carbohydrates","Nucleosides","Purine nucleos(t)ides","Arabidopsis thaliana|Arabidopsis thaliana|Raphanus sativus|Lepidium meyenii|Arabidopsis thaliana|Arabidopsis thaliana","['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']","['Brassicales']|['Brassicales']|['Brassicales']|['Brassicales']|['Brassicales']|['Brassicales']","['Brassicaceae']|['Brassicaceae']|['Brassicaceae']|['Brassicaceae']|['Brassicaceae']|['Brassicaceae']","['Camelineae']|['Camelineae']|['Brassiceae']|['Lepidieae']|['Camelineae']|['Camelineae']","['Arabidopsis']|['Arabidopsis']|['Raphanus']|['Lepidium']|['Arabidopsis']|['Arabidopsis']","['Arabidopsis thaliana']|['Arabidopsis thaliana']|['Raphanus sativus']|['Lepidium meyenii']|['Arabidopsis thaliana']|['Arabidopsis thaliana']","nan|nan|nan|nan|nan|nan","309263.0|309263.0|359073.0|681784.0|309263.0|309263.0","http://www.wikidata.org/entity/Q158695|http://www.wikidata.org/entity/Q158695|http://www.wikidata.org/entity/Q7224565|http://www.wikidata.org/entity/Q795158|http://www.wikidata.org/entity/Q158695|http://www.wikidata.org/entity/Q158695",NA,0,0.808383233532934,0,0.818363273453094,0,0.798403193612774,0.006,0.806387225548902
2335,"2335_308.29_9.6","NA_[2335_308.29_9.6]",308.29450922427,9.61440054782609,0.0178557021623456,1.74822306682454,1.6272790375889,0.70246165828072,"null",NA,NA,0.336006271463244,-44.4741366292324,131.710198395106,1,"InChI=1S/C20H37NO/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(22)21-4-2/h8-9,11-12H,3-7,10,13-19H2,1-2H3,(H,21,22)","XCLBZPCBKFADQY","C20H37NO","[M + H]+","CCCCCC=CCC=CCCCCCCCC(=O)NCC","Fatty acids","N-acyl amines","Fatty amides","307.287514804","InChI=1S/C20H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h16-19H,2-15H2,1H3,(H2,21,22)","SNIUTNKNNXNVFA-UHFFFAOYSA-N","SNIUTNKNNXNVFA","CCCCCCCCCCCCCCCC=CC=CC(N)=O","C20H37NO","Icosa-2,4-dienamide","http://www.wikidata.org/entity/Q105256487","nan","nan","Fatty acids","Sphingolipids","Sphingoid bases","Piper longum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Piperales']","['Piperaceae']","['Unknown']","['Piper']","['Piper longum']","nan","97780.0","http://www.wikidata.org/entity/Q685336",1,1.00100150250438,0.11377245508982,1.00100150250438,0.107784431137725,1.00100150250438,0.12375249500998,0.006,0.852295409181637
2350,"2350_216.14_4.3","hexahomomethionine_[2350_216.14_4.3]",216.141575404576,4.32118972380952,0.041749020224052,1.3793537121871,1.59331009081417,0.672027072226472,"hexahomomethionine","hexahomomethionine","CHEBI:50714",0.0550845415020081,-202.928216902055,67.1278050812756,1,"InChI=1S/C11H23NO2S/c1-15-9-7-5-3-2-4-6-8-10(12)11(13)14/h10H,2-9,12H2,1H3,(H,13,14)","XVGBKWQWYRNGDG","C11H23NO2S","[M - H2O + H]+","CSCCCCCCCCC(C(=O)O)N","Alkaloids","Fatty alcohols","Fatty acyls","155.076870416","InChI=1S/C8H13NS/c1-2-3-4-5-6-7-9-8-10/h2H,1,3-7H2","WZXOJFDWZWNRLN-UHFFFAOYSA-N","WZXOJFDWZWNRLN","C=CCCCCCN=C=S","C8H13NS","7-Isothiocyanato-1-heptene","http://www.wikidata.org/entity/Q82296108","Fatty acids","Fatty acyls","Alkaloids","Fatty acyls","Hydrocarbons","Eutrema japonicum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Eutremeae']","['Eutrema']","['Eutrema japonicum']","nan","185264.0","http://www.wikidata.org/entity/Q49855",6,0,0.826347305389222,0,0.832335329341317,0,0.800399201596806,0.006,0.842315369261477
